doi,title,year,citations,is_oa,abstract,Unique_Words_Type,Total_Words_Token,Lexical_Richness_TTR
https://doi.org/10.1016/j.corsci.2025.112974,Integrated effects of non-equilibrium microstructures on stress corrosion cracking susceptibility of post-treated laser powder-bed-fusion 316 L stainless steels,2025,52,True,"Laser powder-bed-fusion (L-PBF) technique offers unparalleled advantages in fabricating complex geometries for the nuclear industry, while dominant microstructure features responsible for stress corrosion cracking (SCC) remain poorly understood for L-PBFed stainless steels (SSs). This work aims to untangle the integrated effects of non-equilibrium microstructure on SCC behavior of multiple post-treated L-PBFed 316 L SSs in high-temperature oxygenated water. Results unveil that the residual strain and anisotropy grains jointly deteriorate the planar SCC initiation response, while high-density low angle grain boundaries alleviate the depth attack of short-term SCC propagation. Furthermore, the cellular structure, decorated with Cr segregation and dislocation tangles, inhibits the short-term SCC propagation by enhancing the re-passivation capacity and oxide rupture resistance at the crack tip. The other concomitant factors, such as oxide precipitates and melting pools, are considered subordinate to the SCC susceptibility. These insights advance our understanding for optimizing post-heating parameters to enhance the structural integrity of L-PBFed SSs for the application in nuclear power plants. • HIP is the optimal post-treatment solution to reduce SCC in high-temperature water. • Residual strain and anisotropy jointly deteriorate the planar SCC resistance. • High-density low angle grain boundaries alleviate the short-term SCC propagation. • Cellular structure enhances re-passivation and crack-tip oxide rupture resistance.",120.0,204.0,0.5882352941176471
https://doi.org/10.1016/j.corsci.2024.111988,Influence of Severe Surface Plastic Deformation Induced by Shot Peening on Microstructure and Corrosion Resistance of fine grained 316 L stainless steel,2024,51,True,"The influence of a severe shot peening (SSP) treatment in corrosion resistance of AISI 316 L austenitic stainless steel was studied by different electrochemical measurements in 3.5% NaCl solution. SSP promoted the formation of ultrafine grains in the upper layer. The formation of strain induced martensite appears to be facilitated by twinning due to the induced severe plastic deformation. SSP treatment with subsequent low temperature annealing (350ºC) improved corrosion resistance. The distinction of corrosion resistance is attributed to the different mechanical and microstructural features caused by severe plastic deformation. The best properties and stability of passive film were corroborated from various electrochemical techniques: potentiodynamic polarization, potentiostatic polarization and electrochemical impedance spectroscopy.",71.0,111.0,0.6396396396396397
https://doi.org/10.1016/j.corsci.2023.111372,Dislocation-assisted localised pitting corrosion behaviour of Al Si Mg Cu Mn alloy,2023,49,True,"The effects of the electrochemical nature of intermetallic particles (IMPs) and dislocation density on the localised pitting corrosion behaviour of AlSiMgCuMn alloy was investigated. The Cu-rich Q-phase and Mn-rich α-AlFeMnSi particles cause the anodic dissolution of adjacent Al, leading to localised pitting. Kelvin-probe atomic force microscopy studies revealed that the high potential of Q-phase and α-AlFeMnSi particles renders them cathodic. Therefore, micro-galvanic coupling arises between these IMPs and the surrounding Al. High dislocation densities in Al regions adjacent to the IMPs exacerbated localised pitting, which causes stress localisation and deteriorates the overall corrosion resistance of the alloy.",60.0,97.0,0.6185567010309279
https://doi.org/10.1016/j.corsci.2024.111889,Corrosion protection of zinc by LDH conversion coatings,2024,46,True,"Corrosion protection efficiencies of Layered Double Hydroxide (LDH) conversion coatings on zinc were studied. As-prepared LDH coatings contained nitrate anions that were exchanged for vanadate ones. Corrosion inhibitive properties of the LDH coatings were studied by electrochemical impedance spectroscopy (EIS) and scanning vibrating electrode technique (SVET) techniques in 0.05 M NaCl solutions. Electron microscopy, X-ray diffraction and release studies were employed to understand the mechanism of zinc protection. The LDH/vanadate system displayed about 20-fold increase in impedance and smaller local ionic currents compared to bare zinc. The protection was attributed to the partial release of vanadate anions from the LDH.",69.0,100.0,0.69
https://doi.org/10.1016/j.corsci.2023.111570,Mitigation effects of over-aging (T73) induced intergranular corrosion on stress corrosion cracking of AA7075 aluminum alloy and behaviors of η phase grain boundary precipitates during the intergranular corrosion formation,2023,45,True,"The stress corrosion cracking (SCC) behaviors of over-aged and peak-aged AA7075 aluminum alloys in a 5%wt NaCl solution were compared. Even though the over-aging process induced intergranular corrosion (IGC), it decreased the SCC susceptibility of the material. Grain boundaries (GBs) with misorientation angles less than 30° and the grain matrix were considered factors that reduced the IGC propagation rate, thereby preventing the development of SCC. η phase grain boundary precipitates (GBPs) underwent de-alloying, forming Cu-enriched particles during the IGC formation. However, the cathodic properties of these particles are not the key factors determining whether the IGC will occur or not.",72.0,100.0,0.72
https://doi.org/10.1016/j.corsci.2023.110965,Electrochemical corrosion and electrochemical migration characteristics of SAC-1Bi-xMn solder alloys in NaCl solution,2023,42,True,"The effects of Ag and Mn content were investigated from the electrochemical corrosion (ECC) and electrochemical migration (ECM) point of view in the case of SAC0307–1Bi-xMn and SAC305 lead-free solder alloys in NaCl solution. On the one hand, long-term results showed that lower silver content showed higher corrosion resistance. On the other hand, the microstructure and elemental composition of the dendrites formed after the ECM test were investigated by transmission electron microscopy (TEM) and energy dispersive X-ray spectrometer (EDS) which demonstrated that micro-alloying elements (i.e. Mn) also contributed to the ECM processes. The ECM model of Mn was also established.",69.0,100.0,0.69
https://doi.org/10.1016/j.corsci.2024.112066,A comparative study on the passive film and SCC behavior of Ti-6Al-3Nb-2Zr-1Mo alloy at various test temperatures in simulated seawater,2024,42,True,"In this work, the electrochemical and stress corrosion cracking (SCC) behavior of Ti-6Al-3Nb-2Zr-1Mo alloy in simulated seawater at various solution temperatures were systematically studied. Results show rising test temperature increases the point defect density in passive film and deteriorates the stability. Therefore, SCC is promoted by localized anodic dissolution (AD). At 25 °C, SCC initiates in αp phase, and β phase hinders SCC propagation on account of the lower electrochemical activity induced by element segregation. While at 4 °C, the SCC propagation rate is higher than that at 25 °C, as the SCC propagation resistance of β phases decreases.",67.0,99.0,0.6767676767676768
https://doi.org/10.1016/j.corsci.2023.111125,Extracellular electron transfer corrosion mechanism of two marine structural steels caused by nitrate reducing Halomonas titanicae,2023,41,True,"The extracellular electron transfer (EET) mechanism for corrosion of EH36 steel (with copper) and Q235 steel (without copper) caused by Halomonas titanicae was investigated. Due to copper cytotoxicity, the sessile H. titanicae cells on the EH36 surface was only 18% of that on Q235. This led to its lower EET rate, resulting in EH36 corrosion being 0.67 times of Q235 corrosion. The EET corrosion mechanism was further proven by the increased corrosion of the two steels after injection to the H. titanicae broth of 20 ppm (w/w) (in the broth) riboflavin , an electron mediator known to accelerate EET. • H. titanicae causes EH36 and Q235 MIC in anaerobic environments. • EH36 ship steel is more resistant to nitrate reducing H. titanicae than Q235 steel. • Copper cytotoxicity on EH36 leads to a much lower sessile cell count. • Fewer sessile H. titanicae cells on EH36 leads to less severe MIC. • MIC mechanism is confirmed as extracellular electron transfer-MIC using riboflavin.",77.0,162.0,0.47530864197530864
https://doi.org/10.1016/j.corsci.2023.111809,Electrochemical corrosion behaviour and corrosion mechanism of Sn-9Zn-xGe solder alloys in NaCl solution,2023,41,True,"The electrochemical corrosion behaviour and corrosion mechanism of Sn-9Zn-xGe alloy in 3.5 wt.% NaCl solution was investigated using electrochemical techniques combined with surface characterization techniques. The results showed that the alloy corrosion was mainly affected by the rupture of passivation film and Cl - migration along grain boundaries. Trace Germanium (Ge) addition refined the microstructure and improved the corrosion potential of the alloy. Solder alloys containing 0.6 wt.% Ge formed a uniform and dense passivation film on the corrosion surfaces, which reduced the corrosion rate and increased the corrosion resistance. • Adding Ge refined the microstructure and transformed pitting corrosion into uniform corrosion. • The passivation film consists of hydrates, zinc and tin oxides from the outer to the inner layer. • Alloy corrosion properties were controlled by passivation film rupture and Cl - migration along grain boundaries. • Ge improved the passivation film structure and prevented Cl - migration into the alloys. • The solder with a composition of Sn-9Zn-0.6Ge showed the best corrosion resistance.",80.0,166.0,0.4819277108433735
https://doi.org/10.1016/j.corsci.2024.111846,Perspectives on the unusual electrochemical corrosion of Nickel Aluminum Bronze (NAB) alloy fabricated through laser-powder bed fusion additive manufacturing,2024,40,True,"This research delves into the passivation and electrochemical corrosion response of as-printed and annealed L-PBF NAB, comparing their performance with wrought NAB counterparts. The results unveil that the interplay between microstructural uniformity, higher aluminum content, residual stress, and the presence of martensitic nanotwins substantially enhances the integrity of the corrosion film and improves the uniform corrosion resistance of as-fabricated NAB. Nonetheless, this combination adversely impacts the localized corrosion resistance. Remarkably, annealing, despite its detrimental effect on passivation and uniform corrosion behavior, ameliorates resistance to localized attacks. In contrast, the wrought equivalents exhibit inferior electrochemical corrosion performance across all experimental conditions.",64.0,100.0,0.64
https://doi.org/10.1016/j.corsci.2023.111271,Corrosion resistance of β-phase titanium alloys under simulated inflammatory conditions: Exploring the relevance of biocompatible alloying elements,2023,37,True,"In this study we compared the corrosion behavior of single β-phase alloys: (i) Ti-29Nb-13Ta-4.6Zr and (ii) Ti-45Nb, that contain similar amount of β-phase stabilizers. Corrosion resistance was analyzed in the PBS+H2O2 solution, which simulates the conditions as can be found during post-operative inflammation. Results of electrochemical impedance spectroscopy, and ion-release measurements revealed that Ti-29Nb-13Ta-4.6Zr alloy demonstrated significantly higher corrosion resistance compared to Ti-45Nb. Post-immersion microscopic analysis demonstrated that a thinner layer of oxidation products was formed on Ti-29Nb-13Ta-4.6Zr alloy surface. Overall results allowed to exclude the beneficial role of Nb in tailoring corrosion resistance of Ti-29Nb-13Ta-4.6Zr under simulated inflammatory conditions. Data will be made available on request.",75.0,107.0,0.7009345794392523
https://doi.org/10.1016/j.corsci.2024.111939,Study of temperature effect on hydrogen embrittlement in X70 pipeline steel,2024,36,True,"The study investigates the temperature effect on hydrogen embrittlement (HE) in X70 steel using Devanathan-Stachurski and tensile tests under varying cathodic hydrogen-charging currents. The most severe HE temperature threshold is identified via scanning electron microscope (SEM) and electron backscatter diffraction (EBSD) methods. The temperature thresholds for 10 mA/cm2 and 20 mA/cm2 are 293 K and 283 K, respectively, while no critical temperature at 30 mA/cm2. The underlying mechanism is studied, and a predictive model is established. Also, the primary hydrogen-induced fracture plane is identified as {110}, beneath where hydrogen enhances plastic deformation in {110}<111> and inhibits in {112}<111>.",70.0,98.0,0.7142857142857143
https://doi.org/10.1016/j.corsci.2023.111030,Study on the roles of bisulfite in the stress corrosion cracking of 7050-T7451 aluminum alloy in the thin electrolyte layer environment,2023,35,True,"Effect of bisulfite (HSO3-) on the stress corrosion cracking (SCC) behavior of 7050-T7451 aluminum alloy in the thin electrolyte layer environment in the presence of Cl- is investigated. Addition of HSO3- inhibits the corrosion initiation but promotes the corrosion propagation and hydrogen uptake. With a quantitative calculation, the HSO3- is demonstrated to significantly facilitate the synergistic effect between stress, corrosion, and hydrogen during the in-situ tensile test, resulting in the change of the SCC controlling step from corrosion-induced hydrogen to mechanical-electrochemical-hydrogen interactions. The buffer effect of HSO3- plays a dominant role in the HSO3--induced acceleration of the SCC degradation.",60.0,99.0,0.6060606060606061
https://doi.org/10.1016/j.corsci.2023.111124,A general-purpose adsorption isotherm for improved estimation of standard adsorption free energy,2023,35,True,"A new general-purpose Type–I adsorption isotherm is proposed to improve standard adsorption Gibbs energy estimation. This new isotherm stems from considering a functional dependence of various adsorption models on the c/θ vs. c plot, where θ is the fractional surface coverage and c the concentration. It can accurately describe many adsorption isotherms, implying that it is flexible enough to describe various adsorption scenarios. Among the tested adsorption models that the new isotherm can describe are those that consider lateral inter-adsorbate interactions, molecular size, surface heterogeneity, and mobile adsorption.",54.0,88.0,0.6136363636363636
https://doi.org/10.1016/j.corsci.2023.111031,Role of cementite morphology on corrosion layer formation of high-strength carbon steels in sweet and sour environments,2023,33,True,"The effect of cementite morphology on the corrosion layer formation of four high-strength carbon steels was studied in an aqueous solution containing CO2 and CO2/H2S. The linear polarization resistance and weight loss data reveal that as the cementite phase fraction is increased, the corrosion rate increases in CO2 environment, while no trend is observed in the CO2/H2S environment. The results indicate that a porous and, non protective corrosion layer forms in the CO2 environment, whereas a protective layer forms in the CO2/H2S environment. A mechanism that explains the role of cementite morphology on corrosion layer formation in a CO2 environment is proposed for the studied materials.",54.0,106.0,0.5094339622641509
https://doi.org/10.1016/j.corsci.2023.111139,On the estimation of standard adsorption free energy from corrosion inhibition efficiencies,2023,32,True,"The standard adsorption Gibbs energy ( ) is often estimated by assuming that the corrosion inhibition efficiency is equivalent to fractional surface coverage. However, Lindsay et al. [Corros. Sci. 155 (2019) 182–185] demonstrated that this assumption is not necessarily valid. Therefore, a model that maps inhibition efficiency to fractional surface coverage is developed herein to provide a more reliable estimation of . The model is validated with the experimental data of Lindsay et al.; the analysis confirms their conclusion that a significant error in estimation can be made by using inhibition efficiency as a proxy for surface coverage.",59.0,98.0,0.6020408163265306
https://doi.org/10.1016/j.corsci.2023.111234,Intergranular oxidation of additively manufactured Ni-base alloy 625: The role of Si,2023,32,True,Additively manufactured (AM) Ni-base alloy 625 exposed in air and H2/H2O at 900 °C has been shown to suffer from intergranular oxidation attack unlike its conventionally manufactured (CM) variant. Modification of the AM microstructure via hot-rolling and heat-treatment did not alter the oxidation pattern. Detailed analysis of minor differences in chemical composition of AM and CM exposed the critical role of Si in oxidation protection of alloy 625. Experiments with model alloys as well as diffusion modeling confirmed the crucial role of a minimum Si concentration to form a SiO2 subscale preventing thereby intergranular oxidation attack.,67.0,96.0,0.6979166666666666
https://doi.org/10.1016/j.corsci.2024.112064,Impact of intermetallic phases on the localised pitting corrosion and high-temperature tensile strength of Al–Si Mg Cu Ni alloys,2024,32,True,"The influence of Ni-rich intermetallic particles (IMPs) on the microstructure, high-temperature mechanical properties, and corrosion behaviour of Al–Si–Mg–Cu–Ni alloys was investigated. The presence of coarse block-like γ-Al7Cu4Ni and thin needle-like δ-Al3NiCu IMPs contributed to low-temperature alloy strengthening during tensile tests. However, void nucleation and coalescence within the IMPs facilitated ductile fracture and alloy rupture, resulting in a lower tensile strength at high temperatures. Although both IMP phases had a cathodic electrochemical nature, resulting in strong galvanic corrosion, the γ-Al7Cu4Ni phase acted as the primary cathode, amplifying localised pitting while reducing the overall alloy corrosion resistance.",69.0,95.0,0.7263157894736842
https://doi.org/10.1016/j.corsci.2025.112707,Development of novel Nb and Ta multilayer coatings for corrosion protection of Ti-based bipolar plates for proton exchange membrane fuel cells,2025,32,True,"Proper coatings are required to prevent the corrosion of metallic bipolar plates (BPPs) and to decrease the interfacial contact resistance (ICR) between the BPP and the adjacent components in the proton exchange membrane fuel cells (PEMFCs). This study explored the role of Nb/Ta multilayer coatings in enhancing the anti-corrosion properties of titanium BPPs for utilization in PEMFCs. Comprehensive electrochemical and physical analyses showed that multilayer coatings (Nb/Ta) led to superior electrochemical stability, obtaining corrosion current density lower than 1.0 μA.cm −2 , and low ICR. Results met the 2025 technical target for BPPs in PEMFCs set by the U.S. Department of Energy. • Development of multilayer Nb/Ta coatings on the Ti-based bipolar plate for PEMFC. • Investigation of corrosion protection mechanism of Nb/Ta multilayer coatings. • Comparing single-layer and multilayer coatings in the same operational conditions. • Meeting DOE targets with multilayer Nb/Ta coating on Ti-based bipolar plates.",83.0,148.0,0.5608108108108109
https://doi.org/10.1016/j.corsci.2023.111118,The effect of HPAM polymer for enhanced oil recovery on corrosion behaviour of a carbon steel and interaction with the inhibitor under simulated brine conditions,2023,31,True,"The introduction of polymers to reservoir is a common technique for enhanced oil recovery. In this paper, the combination of electrochemical measurements, surface analysis and rheological measurements was employed to elucidate impact of hydrolysed polyacrylamide (HPAM) on corrosion behaviour of carbon steel. The interaction between HPAM and inhibitor was also studied for first time. Adsorption isotherm analysis and XPS implied that corrosion inhibition properties of HPAM are due to chemisorption of polymer on carbon steel surface. Introduction of inhibitor in system resulted in increased viscosity and corrosion inhibition at 25 and 75 °C due to H bonding between HPAM and inhibitor.",59.0,101.0,0.5841584158415841
https://doi.org/10.1016/j.corsci.2023.111357,Proposal of a hydrogen embrittlement index for a martensitic advanced high-strength steel,2023,31,True,"This paper proposes a definition of a Hydrogen Embrittlement Index for assessing structural components made by a martensitic advanced high-strength steel. A material model, including a damage model and a fracture criterion, was developed to reproduce the tensile behaviour until fracture nucleation under different hydrogen concentrations. The analysis of the tests with different specimen geometries demonstrated that the maximum principal strain at fracture is correlated to hydrogen concentration, and it can be used to define the embrittlement index for quantifying the hydrogen susceptibility of material in a wide range of notch severity.",58.0,92.0,0.6304347826086957
https://doi.org/10.1016/j.corsci.2023.111230,Fine-tuning effect of Direct Laser Interference Patterning on the surface states and the corrosion behavior of a biomedical additively manufactured beta Ti alloy,2023,30,True,"Direct laser interference patterning (DLIP) is applied on additively manufactured near-beta Ti-13Nb-13Zr using nanosecond (ns) and picosecond (ps) pulses to tune its surface properties. Multiscale surface chemical and microstructural analyses (AES, XPS, XRD, SEM, TEM, GD-OES, contact angle) of those DLIP states are performed for understanding the corrosion behavior in a physiological PBS solution. Increased beta-phase fractions and uniformly thick passive layers of ns-DLIP surfaces led to enhanced corrosion stability compared to ps-DLIP with defective surface oxide. Both DLIP states control the surface wettability, thereby limiting corrosion and metal ion release rates, which is beneficial for implant applications.",78.0,98.0,0.7959183673469388
https://doi.org/10.1016/j.corsci.2023.111600,Growth kinetics and microstructure characteristics of the Zr-Cr interlayer in a Cr-coated Zry-4 alloy exposed to high-temperature steam,2023,30,True,"The growth kinetics and microstructural characteristics of the interlayer in a Cr-coated Zry-4 alloy exposed to steam at 1200 °C for up to 10000 s were systematically studied through advanced characterization. A continuous ZrCr2 Laves phase interlayer develops at the coating-substrate interface following a parabolic law. It transforms into a duplex structure composed of a ZrCr2 layer and a thin Zr-Cr-O layer after a longer time of exposure. The growth of the interlayer is nearly terminated, and its thickness remains constant after oxidation for 3000 s. The prior interlayer transforms into the intertwined ZrO2 and metallic Cr stringers after exposure to 10000 s due to the increased oxygen partial pressure inside the interlayer. The mechanisms controlling the formation and evolution of the interlayer are discussed.",73.0,125.0,0.584
https://doi.org/10.1016/j.corsci.2024.112227,Effects of grain boundary chemistry and precipitate structure on intergranular corrosion in Al-Mg-Si alloys doped with Cu and Zn,2024,29,True,"Al-Mg-Si alloys are known as structural material and are primary alloys in the automotive industry to achieve weight reduction. Shifting toward sustainability, lower energy consumption, and less CO2 emission necessitates recycling. However, the unavoidable accumulation of scrap-related impurities, e.g., Cu and Zn, during the recycling process can influence corrosion resistance of recycled alloys. The results show that Al-Mg-Si alloys containing 0.05 wt% Cu exhibit low intergranular corrosion resistance. The intergranular corrosion resistance of these alloys is notably improved by adding 0.06 wt% Zn. Low concentrations of Cu and Zn are found to strongly affect the crystal structure of hardening precipitates.",67.0,100.0,0.67
